DCDetector_MSL_DCDetector_MSL_ftM_dm512_nh8_el2_dl1_df2048_fc1_ebtimeF_dtTrue_test_0
8,357.6296012401581,4137,0.0159249,0.0075714,0.0136626

9,354.32507061958313,4137,0.015924,0.0075559,0.0135797

10,352.8752815723419,4137,0.015857,0.0075554,0.0135898


NSTransformer_100_96_NSTransformer_SMD_ftM_dm512_nh8_el2_dl1_df2048_fc5_ebtimeF_dtTrue_Exp_h256_l2_0
Epoch,Cost Time,Steps,Train Loss,Vali Loss,Test Loss
1,106.95579433441162,222,0.2538599,0.110463,1.0181187

2,108.4710431098938,222,0.1857152,0.0833306,0.8381684

3,110.6383204460144,222,0.1549693,0.0747394,0.7178564

4,111.3854329586029,222,0.1444051,0.0707347,0.6819116

5,112.15638494491577,222,0.139452,0.0684979,0.6732896

6,112.86827421188354,222,0.1353317,0.0678829,0.6684856

7,113.96910953521729,222,0.1364955,0.067446,0.662094

8,114.91109251976013,222,0.1359677,0.0674541,0.6587694

9,115.58698201179504,222,0.1338558,0.0673679,0.6578244

10,114.91844487190247,222,0.1348399,0.0665505,0.6569052


NSTransformer_100_96_NSTransformer_SWaT_ftM_dm512_nh8_el2_dl1_df2048_fc5_ebtimeF_dtTrue_Exp_h256_l2_0
Epoch,Cost Time,Steps,Train Loss,Vali Loss,Test Loss
1,1254.386332988739,15466,0.0077677,0.0016205,0.0077184

2,1409.7201099395752,15466,0.0033018,0.000937,0.0067247

3,1414.9339122772217,15466,0.0024146,0.0007301,0.0063673

4,1411.495625257492,15466,0.0021295,0.0006471,0.0061781

5,1386.180951833725,15466,0.0020063,0.000618,0.0061931

6,1302.1000998020172,15466,0.001952,0.0006043,0.0061297

7,1406.4128794670105,15466,0.0019201,0.0005979,0.0061747

8,1399.0607686042786,15466,0.0019116,0.0005925,0.0061593

9,1424.2291939258575,15466,0.0019034,0.0005898,0.0061548

10,1410.8680052757263,15466,0.0019021,0.0005916,0.0061573


MaelNet_100_96_MaelNet_SMD_ftM_dm512_nh8_el2_dl1_df2048_fc5_ebtimeF_dtTrue_Exp_h256_l2_0
Epoch,Cost Time,Steps,Train Loss,Vali Loss,Test Loss
1,116.46772980690002,222,0.2538603,0.1104628,1.0181184

2,109.88839745521545,222,0.1857149,0.0833307,0.8381711

3,109.20218396186829,222,0.1549697,0.0747393,0.7178586

4,109.72655081748962,222,0.1444051,0.0707349,0.6819136

5,110.40704989433289,222,0.1394518,0.0684981,0.6732909

6,112.4402916431427,222,0.1353318,0.0678832,0.6684842

7,112.50103878974915,222,0.1364956,0.067446,0.6620978

8,110.92200040817261,222,0.1359679,0.0674545,0.658764

9,110.77385544776917,222,0.1338562,0.0673677,0.657822

10,110.7675793170929,222,0.13484,0.0665506,0.6569096


MaelNet_100_96_MaelNet_SWaT_ftM_dm512_nh8_el2_dl1_df2048_fc5_ebtimeF_dtTrue_Exp_h256_l2_0
Epoch,Cost Time,Steps,Train Loss,Vali Loss,Test Loss
1,1258.9223899841309,15466,0.0077677,0.001609,0.0077326

2,1418.2726233005524,15466,0.0032964,0.000935,0.0067291

3,1398.204383611679,15466,0.0024123,0.0007286,0.0063264

4,1288.0867719650269,15466,0.0021274,0.0006484,0.0061133

5,1397.1429426670074,15466,0.0020046,0.0006173,0.0061192

6,1316.320294380188,15466,0.0019504,0.0006039,0.0060582

7,1398.9801106452942,15466,0.0019186,0.0005978,0.0061054

8,1284.9134624004364,15466,0.0019098,0.0005924,0.0060897

9,1291.0386362075806,15466,0.0019019,0.0005896,0.0060851

10,1403.3514995574951,15466,0.0019004,0.0005914,0.0060871


MaelNet_PSM_MaelNet_PSM_ftM_dm512_nh8_el2_dl1_df2048_fc5_ebtimeF_dtTrue_Exp_h256_l2_0
Epoch,Cost Time,Steps,Train Loss,Vali Loss,Test Loss
1,342.42228150367737,4137,0.0361093,0.0138007,0.0222034

2,350.3112053871155,4137,0.0214941,0.009845,0.016542

3,352.8697967529297,4137,0.0183756,0.0086183,0.0150517

4,350.45043087005615,4137,0.0170023,0.0079932,0.0139604

5,350.537339925766,4137,0.0164339,0.0077928,0.0138558

6,350.2496585845947,4137,0.0161588,0.0076593,0.0137852

7,349.7915995121002,4137,0.0159625,0.0076172,0.0136738

8,349.84882712364197,4137,0.0159255,0.0075705,0.0136702

9,349.6411728858948,4137,0.0159246,0.0075552,0.0135876

10,349.7271318435669,4137,0.0158576,0.0075547,0.013597


MaelNet_MSL_MaelNet_MSL_ftM_dm512_nh8_el2_dl1_df2048_fc5_ebtimeF_dtTrue_Exp_h256_l2_0
Epoch,Cost Time,Steps,Train Loss,Vali Loss,Test Loss
1,224.2894570827484,1820,0.2755072,0.0514307,0.3475815

2,233.35099387168884,1820,0.1272325,0.0257048,0.2580998

3,237.7443675994873,1820,0.0937683,0.0202057,0.2326409

4,242.07365441322327,1820,0.0818765,0.0194122,0.2520548

5,239.26940989494324,1820,0.078681,0.018994,0.2424869

6,239.92514777183533,1820,0.0741677,0.0187579,0.2424728

7,240.54535722732544,1820,0.0743369,0.0183711,0.2421502

8,240.23792695999146,1820,0.0739782,0.0183167,0.2419457

9,240.65821409225464,1820,0.072678,0.0183606,0.241668

10,241.80649089813232,1820,0.0725772,0.0183435,0.2412572


MaelNet_SMAP_MaelNet_SMAP_ftM_dm25_nh8_el2_dl1_df2048_fc5_ebtimeF_dtTrue_Exp_h256_l2_0
Epoch,Cost Time,Steps,Train Loss,Vali Loss,Test Loss
1,495.1078953742981,4222,0.4239003,0.0583345,0.301677

2,517.4086689949036,4222,0.1785327,0.0304952,0.1882439

3,518.4386122226715,4222,0.1226601,0.0262843,0.1696464

4,516.6096704006195,4222,0.1056587,0.0247248,0.16412

5,520.4554407596588,4222,0.1000026,0.0238867,0.1662229

6,518.9699418544769,4222,0.0968746,0.0235726,0.1644857

7,519.6688158512115,4222,0.0948463,0.0234129,0.1642418

8,519.835638999939,4222,0.0948795,0.0233681,0.1629948

9,517.38707447052,4222,0.0941923,0.0233229,0.163051

10,520.3392117023468,4222,0.0942303,0.023303,0.1628457


NSTransformer_SMAP_NSTransformer_SMAP_ftM_dm512_nh8_el2_dl1_df2048_fc5_ebtimeF_dtTrue_Exp_h256_l2_0
Epoch,Cost Time,Steps,Train Loss,Vali Loss,Test Loss
1,1591.5437140464783,4222,0.1220254,0.0245789,0.258503

2,1631.5980722904205,4222,0.0481371,0.0213144,0.2284338

3,1630.4861392974854,4222,0.0329803,0.0175471,0.1960147

4,1627.0255651474,4222,0.0271572,0.0160441,0.18017

5,1628.2630157470703,4222,0.0244911,0.0155346,0.1801213

6,1629.2909398078918,4222,0.0233108,0.0152762,0.1725824

7,1628.400929927826,4222,0.0225865,0.0151882,0.1710384

8,1625.6943249702454,4222,0.0221035,0.015085,0.1718203

9,1627.4974195957184,4222,0.0220797,0.0151126,0.1730887

10,1624.7730884552002,4222,0.0219137,0.0150493,0.1729592


NSTransformer_SMD_NSTransformer_SMD_ftM_dm512_nh8_el2_dl1_df2048_fc5_ebtimeF_dtTrue_Exp_h256_l2_0
Epoch,Cost Time,Steps,Train Loss,Vali Loss,Test Loss
1,149.14921355247498,222,0.1801842,0.0550634,1.0773199

2,149.48301529884338,222,0.1738029,0.0493258,0.8207808

3,151.65539574623108,222,0.1421201,0.046753,0.6091771

4,150.04255175590515,222,0.1015144,0.0459253,0.5759082

5,150.66674900054932,222,0.0958483,0.0454223,0.5725953

6,150.60595870018005,222,0.0938014,0.0450097,0.5675436

7,149.25311374664307,222,0.0933454,0.0447044,0.565988

8,149.03755736351013,222,0.0924434,0.0447556,0.565219

9,152.53675270080566,222,0.0922587,0.0446378,0.5648567

10,152.03507566452026,222,0.0911719,0.0445432,0.564498


NSTransformer_SWaT_NSTransformer_SWaT_ftM_dm512_nh8_el2_dl1_df2048_fc5_ebtimeF_dtTrue_Exp_h256_l2_0
Epoch,Cost Time,Steps,Train Loss,Vali Loss,Test Loss
1,4084.5325129032135,15466,0.02528,0.0110216,0.0440158

2,4142.782520055771,15466,0.0140387,0.0093819,0.0381114

3,4253.376587629318,15466,0.0110581,0.0083321,0.0381808

4,4260.123679637909,15466,0.0099158,0.007818,0.0383391

5,4153.393271207809,15466,0.0093758,0.007689,0.0382704

6,4263.282451868057,15466,0.0091276,0.0077999,0.0379017

7,4145.7131180763245,15466,0.009004,0.0078532,0.0384737

8,4249.191548347473,15466,0.0089403,0.0077732,0.0385822


NSTransformer_PSM_NSTransformer_PSM_ftM_dm512_nh8_el2_dl1_df2048_fc5_ebtimeF_dtTrue_Exp_h256_l2_0
Epoch,Cost Time,Steps,Train Loss,Vali Loss,Test Loss
1,1057.1869885921478,4137,0.0705132,0.0543391,0.0499621

2,1083.3809349536896,4137,0.0580397,0.0484888,0.044628

3,1084.8224468231201,4137,0.0514862,0.0452482,0.0411694

4,1087.620076417923,4137,0.0486636,0.0436279,0.0399359

5,1088.2589020729065,4137,0.0473385,0.042999,0.0393284

6,1074.4469039440155,4137,0.0465501,0.0425799,0.0390422

7,1063.7187387943268,4137,0.0461745,0.0422799,0.0387229

8,1067.3893728256226,4137,0.0459184,0.0421281,0.0386473

9,1074.8622279167175,4137,0.045834,0.0420776,0.0386159

10,1076.3951592445374,4137,0.0458153,0.0420469,0.0385624


NSTransformer_MSL_NSTransformer_MSL_ftM_dm512_nh8_el2_dl1_df2048_fc5_ebtimeF_dtTrue_Exp_h256_l2_0
Epoch,Cost Time,Steps,Train Loss,Vali Loss,Test Loss
1,556.6830234527588,1820,0.1007251,0.0293288,0.5541848

2,561.3888614177704,1820,0.0356991,0.0247793,0.5206992

3,561.8591237068176,1820,0.023008,0.0179352,0.5306066

4,563.6863441467285,1820,0.019534,0.0156846,0.554403

5,565.2717912197113,1820,0.0179136,0.014549,0.5472378

6,565.4404897689819,1820,0.0169643,0.0138551,0.5532438

7,567.1087992191315,1820,0.016504,0.0136758,0.5577082

8,567.4560809135437,1820,0.0162612,0.0135434,0.5544842

9,565.9752461910248,1820,0.0162135,0.0134457,0.5562514

10,567.4939742088318,1820,0.0161467,0.0134339,0.5557584


KBJNet_SMAP_KBJNet_SMAP_ftM_dm512_nh8_el2_dl1_df2048_fc3_ebtimeF_dtTrue_Exp_h256_l2_0
Epoch,Cost Time,Steps,Train Loss,Vali Loss,Test Loss
1,288.344375371933,4222,0.9487258,0.4638787,0.9030583

2,296.3948743343353,4222,0.934989,0.463209,0.9014379

3,299.1136450767517,4222,0.9331799,0.4628834,0.9005099

4,299.2076222896576,4222,0.9327247,0.4627498,0.9002172

5,299.91205739974976,4222,0.9324311,0.4629633,0.9003264

6,300.61535906791687,4222,0.9324077,0.4628204,0.9001947

7,300.2604124546051,4222,0.9323077,0.462893,0.9002529


KBJNet_100_96_KBJNet_SMD_ftM_dm512_nh8_el2_dl1_df2048_fc3_ebtimeF_dtTrue_Exp_h256_l2_0
Epoch,Cost Time,Steps,Train Loss,Vali Loss,Test Loss
1,102.8439073562622,222,1.0764356,0.6369676,1.8018742

2,104.08224058151245,222,0.7794339,0.5490092,1.6740354

3,103.6386981010437,222,0.7083896,0.51756,1.6287018

4,102.42341351509094,222,0.681369,0.5045964,1.6108707

5,102.32766842842102,222,0.6708894,0.4970682,1.6045096

6,104.22158622741699,222,0.6673327,0.4957536,1.6016012

7,105.31394171714783,222,0.667911,0.4927124,1.5999064

8,104.17407011985779,222,0.6638248,0.4947666,1.5992028

9,104.85035943984985,222,0.663164,0.4936332,1.5988599

10,105.33952522277832,222,0.6633005,0.4941289,1.5986812


KBJNet_100_96_KBJNet_SWaT_ftM_dm512_nh8_el2_dl1_df2048_fc3_ebtimeF_dtTrue_Exp_h256_l2_0
Epoch,Cost Time,Steps,Train Loss,Vali Loss,Test Loss
1,707.5865435600281,15466,0.6224194,0.3224394,9.299131

2,716.0904257297516,15466,0.6172519,0.3222402,9.265882

3,749.3731436729431,15466,0.6170972,0.3220214,9.251315

4,743.3775794506073,15466,0.617043,0.3220834,9.250959

5,758.0266790390015,15466,0.6170208,0.322037,9.251225

6,716.4396569728851,15466,0.6170082,0.321987,9.251277

7,715.4655504226685,15466,0.6169996,0.3219614,9.251315

8,843.402193069458,15466,0.6169998,0.3219789,9.25152

9,848.7236635684967,15466,0.6170779,0.3219692,9.251725

10,846.8849694728851,15466,0.6169989,0.3219707,9.251694


KBJNet_100_96_KBJNet_PSM_ftM_dm512_nh8_el2_dl1_df2048_fc3_ebtimeF_dtTrue_Exp_h256_l2_0
Epoch,Cost Time,Steps,Train Loss,Vali Loss,Test Loss
1,204.18299436569214,4137,0.6491169,0.6359973,1.0841792

2,201.87555980682373,4137,0.6044629,0.6327422,1.0711145

3,203.96497416496277,4137,0.6032683,0.6320632,1.068104

4,204.12206983566284,4137,0.6030067,0.6317132,1.0673739

5,204.142094373703,4137,0.6029054,0.6316636,1.0672562

6,205.3354790210724,4137,0.602865,0.6316409,1.0671073

7,204.41867399215698,4137,0.6028379,0.6316386,1.0671138

8,205.0560872554779,4137,0.602829,0.6316406,1.0670674

9,204.3882908821106,4137,0.6028285,0.6316335,1.0670856

10,204.50965929031372,4137,0.6028187,0.6316216,1.0670779


KBJNet_MSL_KBJNet_MSL_ftM_dm512_nh8_el2_dl1_df2048_fc3_ebtimeF_dtTrue_test_0
Epoch,Cost Time,Steps,Train Loss,Vali Loss,Test Loss
1,162.32444953918457,1820,0.6077324,0.5355318,2.3052971

2,166.94065499305725,1820,0.5791864,0.5260692,2.2918284

3,170.90485787391663,1820,0.577116,0.526064,2.289946

4,168.791086435318,1820,0.5764404,0.5251251,2.2889414

5,169.25294995307922,1820,0.5761486,0.5253842,2.2887194

6,169.4096417427063,1820,0.5762148,0.5253018,2.2885208

7,171.15267634391785,1820,0.5760675,0.5248182,2.2885044

8,172.14759278297424,1820,0.5762903,0.5249223,2.2884884

9,169.2966992855072,1820,0.5764266,0.5246556,2.2884607

10,171.35839176177979,1820,0.5760347,0.5247928,2.288435


